Model,Status,Additional_Description,Description,Location_ID,Price,Current can sell Qty,Confirmed,Estimated?,Product Origin Code,Weight,CBF,Master Pack,Catalog_Page
1806-5,DS,,DRESSER,HMLG,99.00(Promotional Price),0,,,MCSH,156.2,28.1,1,XB-63
1806-6,DS,TBDS,MIRROR,HMLG,5.00(Promotional Price),0,,,MCSH,28.6,1.7,1,XB-63
1806-9,DS,,CHEST,HMLG,109.00(Promotional Price),0,,,MCSH,126.5,22.8,1,XB-63
1806F-1,DS,,"(1/3) FULL HDBD, GREY",HMLG,89.88(Unit Price),0,,,MCSH,35.2,3.09,1,XB-63
1806F-2,DS,TBDS,(2/3) FULL FTBD,HMLG,30.06(Unit Price),0,,,MCSH,12.1,1.3024,1,XB-63
1806F-3,DS,TBDS,(3/3) FULL RL & SL,HMLG,45.06(Unit Price),1,,,MCSH,29.7,1.4074,1,XB-63
1806K-1,DS,,"(1/3) EK/CK HDBD, GREY",HMLG,119.88(Unit Price),0,,,MCSH,58.3,4.2363,1,XB-63
1806K-2,DS,TBDS,(2/3) EK/CK FTBD,HMLG,40.06(Unit Price),3,,,MCSH,17.6,1.78,1,XB-63
1806K-3CK,DS,TBDS,(3/3) CK RL W/TOP CROWN & SL,HMLG,65.06(Unit Price),6,,,MCSH,40.7,1.71,1,XB-63
1807BK-1,DS,TBDS,"(1/2) QN HDBD, BLACK P/U",HMLG,69.88(Promotional Price),0,,,MCCW,66,15.8,1,XB-125
1807BK-3,DS,TBDS,(2/2) QN FB & RL & SL,HMLG,75.12(Promotional Price),2,,,MCCW,88,6.18,1,XB-125
1807KBK-1CK,DS,TBDS,"(1/2) CK HDBD, BLACK P/U       T4",HMLG,174.88(Unit Price),0,,,MCCW,82.5,18.4,1,XB-125
1807KBK-1EK,DS,TBDS,"(1/2) EK HDBD, BLACK P/U",HMLG,91.88(Promotional Price),0,,,MCCW,83.6,19.3,1,XB-125
1808-1,DS,TBDS,"(1/3) QN HDBD, D.BRW P/U, CHERY",HMLG,142.88(Promotional Price),0,,,VCDJ,110,16.4,1,XB-28
1808-2,DS,TBDS,(2/3) QN FTBD,HMLG,74.06(Promotional Price),0,,,VCDJ,72.6,9.01,1,XB-28
1808-3,DS,TBDS,(3/3) QN RL & SL,HMLG,28.06(Promotional Price),1,,,VCDJ,39.6,2.46,1,XB-28
1808K-1,DS,TBDS,"(1/3) CK/EK HB, D.BRW P/U, CHRY",HMLG,189.88(Promotional Price),0,,,VCDJ,132,20.9,1,XB-28
1808K-3CK,DS,,(3/3) CK RL W/TOP CROWN & SL,HMLG,50.06(Promotional Price),0,,,VCDJ,48.4,3.44,1,XB-28
1808KW-2,DS,TBDS,(2/3) CK/EK FTBD,HMLG,49.06(Promotional Price),0,,,VCDJ,85.8,11.1,1,XB-27
1808W-1,DS,,"(1/3) QN HB, CRM P/U, ANT. WHT",HMLG,144.88(Promotional Price),0,,,VCDJ,110,16.4,1,XB-27
1808W-2,DS,TBDS,(2/3) QN FTBD,HMLG,75.06(Promotional Price),0,,,VCDJ,72.6,9.01,1,XB-27
1808W-3,DS,TBDS,(3/3) QN RL & SL,HMLG,29.06(Promotional Price),0,,,VCDJ,39.6,2.46,1,XB-27
1809-1,DS,TBDS,"(1/3) QN HDBD, WEATHERED PINE",HMLG,51.88(Promotional Price),6,,,MCSH,48.4,5.37,1,XB-57
1809-2,DS,TBDS,(2/3) QUEEN FTBD,HMLG,38.06(Promotional Price),0,,,MCSH,28.6,3.74,1,XB-57
1809-3,DS,TBDS,(3/3) QUEEN RL & SL,HMLG,29.06(Promotional Price),4,,,MCSH,41.8,1.41,1,XB-57
1809F-2,DS,TBDS,(2/3) FULL FTBD,HMLG,42.06(Promotional Price),1,,,MCSH,26.4,3.39,1,XB-57
1809K-1,DS,TBDS,"(1/3) EK/CK HB, WEATHERED PINE",HMLG,65.88(Promotional Price),2,,,MCSH,55,6.6,1,XB-57
1809K-3CK,DS,TBDS,(3/3) CK RL W/TOP CROWN & SL,HMLG,45.06(Promotional Price),4,,,MCSH,44,2.4,1,XB-57
1809K-3EK,DS,TBDS,(3/3) EK RL & SL,HMLG,45.06(Promotional Price),1,,,MCSH,42.9,1.84,1,XB-57
1810-1,DS,,"(1/3) QN HDBD, NEUTRAL FABRIC",HMLG,69.88(Promotional Price),0,,,VCST,41.36,4.2403,1,XB-75
1810-2,DS,,"(2/3) QN FTBD, NEUTRAL FABRIC",HMLG,54.06(Promotional Price),0,,,VCST,34.76,3.9121,1,XB-75
1810-3,DS,,(3/3) QN RL & SL,HMLG,35.06(Promotional Price),0,,,VCST,29.7,1.6676,1,XB-75
1810-4,DS,,NIGHT STAND,HMLG,59.00(Promotional Price),0,,,VCST,52.36,8.6204,1,XB-75
1810-5,DS,,DRESSER,HMLG,179.00(Promotional Price),0,,,VCST,138.6,27.9,1,XB-75
1810-6,DS,,MIRROR,HMLG,29.00(Promotional Price),0,,,VCST,34.76,3.77,1,XB-75
1810-9,DS,,CHEST,HMLG,159.00(Promotional Price),0,,,VCST,123.2,24.3,1,XB-75
1810F-1,DS,,"(1/3) FL HDBD, WARM CHRY",HMLG,69.88(Promotional Price),0,,,VCST,41.36,3.95,1,XY-3
1810F-2,DS,,"(2/3) FL FTBD,LINEN-LIKE, NL-HD",HMLG,54.06(Promotional Price),4,,,VCST,34.76,3.556,1,XY-3
1810F-3,DS,,(3/3) FL RL & SL,HMLG,35.06(Promotional Price),3,,,VCST,29.7,1.58,1,XY-3
1810K-1CK,DS,,"(1/3) CK HDBD, NEUTRAL FABRIC",HMLG,95.88(Promotional Price),0,,,VCST,46.2,4.94,1,XB-75
1810K-1EK,DS,,"(1/3) EK HDBD, NEUTRAL FABRIC",HMLG,115.88(Unit Price),0,,,VCST,49.5,5.19,1,XB-75
1810K-2CK,DS,,"(2/3) CK FTBD, NEUTRAL FABRIC",HMLG,58.06(Promotional Price),0,,,VCST,41.8,4.6224,1,XB-75
1810K-2EK,DS,,"(2/3) EK FTBD, NEUTRAL FABRIC",HMLG,114.06(Unit Price),1,,,VCST,41.8,4.85,1,XB-75
1810K-3CK,DS,,(3/3) CK RL & SL,HMLG,45.06(Promotional Price),0,,,VCST,35.2,1.7459,1,XB-75
1810K-3EK,DS,,(3/3) EK RL & SL,HMLG,55.06(Unit Price),0,,,VCST,35.2,1.6676,1,XB-75
1810T-1,DS,,"(1/3) TW HDBD, WARM CHRY",HMLG,59.88(Promotional Price),0,,,VCST,30.8,2.9,1,XY-3
1810T-2,DS,,"(2/3) TW FTBD,LINEN-LIKE, NL-HD",HMLG,44.06(Promotional Price),4,,,VCST,25.08,2.6197,1,XY-3
1810T-3,DS,,(3/3) TW RL & SL,HMLG,25.06(Promotional Price),4,,,VCST,24.2,1.23,1,XY-3
1811W-9,DS,,CHEST,HMLG,236.00(Unit Price),0,,,MCFV,158.4,23.1346,1,B-45
1812-1,DS,,(3) QUEEN BED,HMLG,,0,,,VCPV,0,12.9,1,
1812-11,DS,,TV CHEST,HMLG,,0,,,VCVP,0,20.8,1,
1812-4,DS,,NIGHT STAND,HMLG,,0,,,VCPV,0,9.4,1,
1812-5,DS,,DRESSER,HMLG,,0,,,VCVP,0,29.5,1,
1812-6,DS,,MIRROR,HMLG,,0,,,VCVP,0,4.4,1,
1812-9,DS,,CHEST,HMLG,,0,,,VCVP,0,23.6,1,
1813KW-1EK,DS,,(3) EK BED,HMLG,,0,,,VJFO,0,15.7,1,
1813W-11,DS,,TV CHEST,HMLG,,0,,,VJFO,0,19.6,1,
1813W-4,DS,,NIGHT STAND,HMLG,,0,,,VJFO,0,10,1,
1813W-5,DS,,DRESSER,HMLG,,0,,,VJFO,0,31.7,1,
1813W-6,DS,,MIRROR,HMLG,,0,,,VJFO,0,4.59,1,
1813W-9,DS,,CHEST,HMLG,,0,,,VJFO,0,27.1,1,
1814-1,DS,TBDS,"(1/3) QN HB & FB, BRW CHERRY",HMLG,182.88(Promotional Price),5,,,VPJH,105.6,12.2,1,XB-21
1814K-3EK,DS,TBDS,(2/3) EK RL & SL,HMLG,37.06(Promotional Price),5,,,VPJH,39.6,2.9,1,XB-21
1814-P,DS,TBDS,"(3/3) K/Q POSTS, 4PCS",HMLG,118.06(Promotional Price),0,,,VPJH,85.8,9.22,1,XB-21
1814SL-2,DS,TBDS,"(2/4) QN FTBD, D.BRW BNDD LTHR",HMLG,89.04(Promotional Price),1,,,VPJH,38.5,4.48,1,XB-22
1814SLK-2,DS,TBDS,"(2/4) EK/CK FTBD, D.BRW BND LTH",HMLG,124.04(Promotional Price),5,,,VPJH,48.4,5.57,1,XB-22
1814SLK-3EK,DS,TBDS,(3/4) EK RL & SL,HMLG,44.04(Promotional Price),7,,,VPJH,41.8,2.01,1,XB-22
1814SL-P,DS,TBDS,"(4/4) K/QN HB POSTS, 2PCS",HMLG,75.04(Promotional Price),0,,,VPJH,39.6,2.62,1,XB-22
1815-1,DS,TBDS,"(1/3) QN HDBD, D.BRW P/U, CHERY",HMLG,64.88(Promotional Price),0,,,VSVC,125.4,14.9,1,XB-88
1815-2,DS,TBDS,(2/3) QN FTBD,HMLG,46.06(Promotional Price),1,,,VSVC,57.2,13.8,1,XB-88
1815-3,DS,TBDS,(3/3) QN RL & SL,HMLG,18.06(Promotional Price),1,,,VSVC,41.8,2.39,1,XB-88
1815K-2EK,DS,TBDS,(2/3) EK FTBD,HMLG,55.06(Promotional Price),2,,,VSVC,69.3,16.9996,1,XB-88
1815K-3CK,DS,TBDS,(3/3) CK RL & SL,HMLG,35.06(Promotional Price),1,,,VSVC,49.5,2.625,1,XB-88
1815K-3EK,DS,TBDS,(3/3) EK RL & SL,HMLG,23.06(Promotional Price),1,,,VSVC,48.4,2.5937,1,XB-88
1817-2,DS,TBDS,"(2/3) QN PLFM FTBD, CAPPUCCINO",HMLG,39.06(Promotional Price),0,,,MCHC,61.86,5.58,1,XXB-44
1817-3,DS,TBDS,(3/3) QN RL & SL,HMLG,53.06(Promotional Price),0,,,MCHC,61.95,8.77,1,XXB-44
1817K-1,DS,TBDS,"(1/3) CK/EK PLFM HB, MIR &LIGTS",HMLG,82.88(Promotional Price),0,,,MCHC,47.98,14.2,1,XXB-44
1817K-2,DS,TBDS,"(2/3) CK/EK PLFM FB, CAPPUCCINO",HMLG,39.06(Promotional Price),0,,,MCHC,74.22,6.7,1,XXB-44
1817K-3CK,DS,TBDS,(3/3) CK RL & SL,HMLG,53.06(Promotional Price),0,,,MCHC,68.55,9.18,1,XXB-44
1821-11,DS,TBDS,TV CHEST,HMLG,229.00(Unit Price),0,,,VSVC,0,21.5,1,XXB-78
1828-04,DS,,END TABLE,HMLG,18.00(Promotional Price),7,,,CUWM,38.1,3,1,XT-29
18280-T,DS,,"72"" TV STAND",HMLG,169.00(Promotional Price),0,,,VUPC,182.6,37.5,1,XH-8
1828-30,DS,,COCKTAIL TABLE,HMLG,69.00(Promotional Price),0,,,CUWM,58.3,6.17,1,XT-29
1828-40,DS,,SERVER,HMLG,369.00(Unit Price),0,,,VUPC,150,23.8374,1,XD-19
1828-50,DS,TBDS,(1/2) HUTCH,HMLG,209.00(Promotional Price),0,,,VUPC,222,40.068,1,XD-19
1828-6,DS,,WALL MIRROR / SERVER MIRROR,HMLG,117.00(Unit Price),0,,,VUPC,33,4.65,1,XB-30
1828-6LN,DS,,LANDSCAPE MIRROR,HMLG,117.00(Unit Price),0,,,VUPC,41.8,4.87,1,XB-30
18289-2,DS,,LOVE SEAT,HMLG,209.00(Promotional Price),0,,,CUWM,121,54.1,1,XS-81
18289-3,DS,,SOFA,HMLG,309.00(Promotional Price),0,,,CUWM,154,71.1,1,XS-81
1828A,DS,,"ARM CHAIR, FAUX SILK",HMLG,125.00(Unit Price),0,,,VUPC,31.9,5.03,2,XD-19
18320-T,DS,,"58"" CONSOLE, 2 FLIP DRAWERS, RF",HMLG,199.00(Promotional Price),0,,,VSVC,296,37.2,1,XRF
1832-10,DS,,MASTER CHEST,HMLG,449.00(Unit Price),0,,,VSVC,0,45,1,XXB-22
1832-11,DS,,TV CHEST,HMLG,,0,,,VSVC,0,29.5,1,
1832K-1CK,DS,,"(1/3) CK HDBD, DISTRSSED CHERRY",HMLG,199.88(Unit Price),1,,,VSVC,140,15.2,1,B-94
1832K-2CK,DS,,(2/3) CK STRG FTBD & SLATS,HMLG,280.06(Unit Price),1,,,VSVC,200,30.8,1,B-94
1832K-3CK,DS,,(3/3) CK RL,HMLG,69.06(Unit Price),0,,,VSVC,65,3.6732,1,B-94
1834-11,DS,,TV CHEST,HMLG,209.00(Unit Price),0,,,VCPV,107.8,19.2658,1,XB-95
1837-1,DS,TBDS,"(1/3) QN SLEIGH UPH HB, CHERRY",HMLG,185.88(Promotional Price),2,,,VEMV,112.2,24.3,1,XB-20
1837-11,DS,,TV CHEST,HMLG,,0,,,VEMV,0,23.9,1,
1837-2,DS,,(2/3) QN SLEIGH FTBD,HMLG,124.06(Promotional Price),0,,,VEMV,94.6,14.1,1,XB-20
1837-3,DS,TBDS,(3/3) QN RAILS & SL,HMLG,29.06(Promotional Price),2,,,VEMV,37.4,2.17,1,XB-20
1837-4,DS,,NIGHT STAND,HMLG,119.00(Promotional Price),0,,,VEMV,74.8,10.7,1,XB-20
1837-5,DS,TBDS,DRESSER,HMLG,199.00(Promotional Price),0,,,VEMV,184.8,33.5,1,XB-20
1837K-3EK,DS,TBDS,(3/3) EK RL & SL,HMLG,24.06(Promotional Price),12,,,VEMV,35.2,2.17,1,XB-20
1839-1,DS,TBDS,"(1/3) QN PU & MIRROR HB, SILVER",HMLG,125.88(Unit Price),5,,,VPJH,59.4,5.69,1,XB-35
1839-11,DS,,TV CHEST,HMLG,139.00(Promotional Price),0,,,VPJH,110,21.3,1,XB-35
1839-2,DS,TBDS,(2/3) QN FTBD,HMLG,39.06(Promotional Price),3,,,VPJH,22,2.89,1,XB-35
1839-3,DS,TBDS,(3/3) QN RL & SL,HMLG,34.06(Promotional Price),0,,,VPJH,30.8,1.9,1,XB-35
1839-5,DS,,DRESSER,HMLG,329.00(Unit Price),0,,,VPJH,147.4,32.6,1,XB-35
1839-6,DS,TBDS,MIRROR,HMLG,8.00(Promotional Price),0,,,VPJH,37.4,4.06,1,XB-35
1839-9,DS,,CHEST,HMLG,250.00(Unit Price),0,,,VPJH,125.4,25.3,1,XB-35
1839K-3EK,DS,,(3/3) EK RL & SL,HMLG,34.06(Promotional Price),0,,,VPJH,44,2.06,1,XB-35
1844-1,DS,,** DISCONTINUED **,HMLG,,0,,,,0,31.2,1,
1845RF-1,DS,,"(1/3) QUEEN HDBD, RF",HMLG,,0,,,MCCH,0,6.39,1,
1845RF-2,DS,,"(2/3) QUEEN FTBD & SL, RF",HMLG,,0,,,MCCH,0,4.07,1,
1845RF-3,DS,,"(3/3) EK/QN RAILS, RF",HMLG,,0,,,MCCH,0,1.92,1,
1845RF-4,DS,,"NIGHT STAND, RF",HMLG,,0,,,MCCH,0,11.5,1,
1845RF-5,DS,,"DRESSER, RF",HMLG,,0,,,MCCH,0,32.9,1,
1845RF-9,DS,,"CHEST, RF",HMLG,,0,,,MCCH,0,25.3,1,
1845RFLED-6,DS,,"MIRROR, LED LIGHTING, RF",HMLG,,0,,,MCCH,0,2.93,1,
1846-1,DS,TBDS,"(1/3) QN HDBD, ANT. WHITE",HMLG,40.88(Promotional Price),3,,,MCSH,50.6,7.1391,1,XB-66
1846-2,DS,TBDS,(2/3) QN FTBD,HMLG,33.06(Promotional Price),2,,,MCSH,35.2,5.5455,1,XB-66
1846-3,DS,TBDS,(3/3) QN RAILS & SL,HMLG,25.06(Promotional Price),0,,,MCSH,33,1.8616,1,XB-66
1846-4,DS,TBDS,NIGHT STAND,HMLG,79.00(Promotional Price),0,,,MCSH,63.8,11,1,XB-66
1846K-2,DS,TBDS,(2/3) CK/EK FTBD,HMLG,55.06(Promotional Price),2,,,MCSH,42.9,6.85,1,XB-66
1846K-3CK,DS,TBDS,(3/3) CK RL W/TOP CROWN & SL,HMLG,31.06(Promotional Price),8,,,MCSH,37.4,2.8615,1,XB-66
1847-1,DS,TBDS,"(1/3) QN UPH HDBD, P/U, CHERRY",HMLG,165.88(Promotional Price),4,,,VJLF,105.6,30.5,1,XB-17
1847-3,DS,,(3/3) QN RL & SL,HMLG,59.06(Promotional Price),0,,,VJLF,66,4.5928,1,XB-17
1847K-1,DS,,"(1/3) CK/EK UPH HDBD,P/U,CHERRY",HMLG,219.88(Promotional Price),0,,,VJLF,134.2,37.6952,1,XB-17
1847K-2,DS,,(2/3) CK/EK UPH FTBD,HMLG,190.06(Promotional Price),0,,,VJLF,103.4,20,1,XB-17
1847K-3CK,DS,,(3/3) CK RL W/TOP CROWN & SL,HMLG,59.06(Promotional Price),0,,,VJLF,70.4,5.8076,1,XB-17
1847K-3EK,DS,,(3/3) EK RL & SL,HMLG,90.06(Unit Price),0,,,VJLF,68.2,5.231,1,XB-17
1849-1,DS,TBDS,"(1/3) QN HDBD, ESPRESSO",HMLG,50.88(Promotional Price),0,,,VPYY,59.4,5.9313,1,XB-82
1849K-1,DS,TBDS,"(1/3) CK/EK HDBD, ESPRESSO",HMLG,109.88(Unit Price),1,,,VPYY,72.6,7.3584,1,XB-82
1849K-2,DS,TBDS,(2/3) CK/EK STRG FB & SL,HMLG,199.06(Unit Price),1,,,VPYY,101.2,19.9,1,XB-82
1849K-3CK,DS,TBDS,(3/3) CK RL W/TOP CROWN,HMLG,50.06(Unit Price),2,,,VPYY,30.8,3.07,1,XB-82
1851-1,DS,,"(3) QUEEN BED, UPHOLSTERED",HMLG,329.00(Unit Price),0,,,VCDJ,0,16.9,1,
1851-11,DS,,TV CHEST,HMLG,249.00(Unit Price),0,,,VCDJ,0,18.6,1,
1851-4,DS,,NIGHT STAND,HMLG,139.00(Unit Price),0,,,VCDJ,0,9.5,1,
1851-5,DS,,DRESSER,HMLG,279.00(Unit Price),0,,,VCDJ,0,30.8,1,
1851-6,DS,,MIRROR,HMLG,52.00(Unit Price),0,,,VCDJ,0,4.1,1,
1851-9,DS,,CHEST,HMLG,249.00(Unit Price),0,,,VCDJ,0,28,1,
1851K-1CK,DS,,"(3) CK BED, UPHOLSTERED",HMLG,429.00(Unit Price),0,,,VCDJ,0,21.4,1,
1851K-1EK,DS,,"(3) EK BED, UPHOLSTERED",HMLG,429.00(Unit Price),0,,,VCDJ,0,21.4,1,
1855-9,DS,TBDS,CHEST,HMLG,125.00(Unit Price),0,,,MCSH,71.72,18.7,1,B-76
1857-1,DS,,"(1/2) QN HB & FB & SL, GATOR PU",HMLG,85.88(Promotional Price),0,,,MCLH,82.5,5.77,1,XB-67
1857-3,DS,,"(2/2) EK/QN RL, WARM CHERRY",HMLG,13.12(Promotional Price),0,,,MCLH,15.4,0.85,1,XB-67
1857-4,DS,TBDS,"NIGHT STAND, WARM CHERRY",HMLG,29.00(Promotional Price),0,,,MCLH,55,9.1,1,XB-67
1857-5,DS,,DRESSER,HMLG,139.00(Promotional Price),0,,,MCLH,145.2,28.4,1,XB-67
1857-6,DS,,"MIRROR, BEVEL",HMLG,25.00(Promotional Price),1,,,MCLH,30.8,1.64,1,XB-67
1857-9,DS,,CHEST,HMLG,115.00(Promotional Price),0,,,MCLH,114.4,22.4,1,XB-67
1857K-1,DS,TBDS,"(1/2) CK/EK HB&FB & SL,GATOR PU",HMLG,71.88(Promotional Price),1,,,MCLH,93.5,7.16,1,XB-67
1857K-3CK,DS,,(2/2) CK RL W/TOP CROWN,HMLG,14.12(Promotional Price),0,,,MCLH,30.8,1.31,1,XB-67
1862-2,DS,TBDS,(2/3) QN FTBD & SL,HMLG,70.06(Promotional Price),3,,,VCVH,53.9,5.9,1,XB-37
1862-3,DS,TBDS,(3/3) EK/QN RL,HMLG,24.06(Promotional Price),12,,,VCVH,22,1.4,1,XB-37
1862K-1,DS,TBDS,"(1/3) CK/EK HDBD, CHERRY",HMLG,175.88(Unit Price),0,,,VCVH,83.6,9.8,1,XB-37
1862K-2,DS,TBDS,(2/3) CK/EK FTBD & SL,HMLG,134.06(Unit Price),2,,,VCVH,68.2,7.3,1,XB-37
1866-9,DS,TBDS,CHEST,HMLG,259.00(Promotional Price),0,,,VJLF,169.4,32.8696,1,B-27
1866GY-9,DS,,CHEST,HMLG,370.00(Unit Price),0,,,VJLF,220,33.3006,1,B-28
1867-11,DS,,TV CHEST,HMLG,449.00(Unit Price),0,,,VUPC,220,32.7,1,XB-2
187,DS,,X,HMLG,,0,,,,0,0,1,
1870-1,DS,,"(1/3) QN HDBD, DARK RUSTIC OAK",HMLG,58.88(Promotional Price),0,,,MCTE,42.9,6.21,1,XB-76
1870-2,DS,,(2/3) QN FTBD,HMLG,45.06(Promotional Price),0,,,MCTE,36.3,5.64,1,XB-76
1870-3,DS,TBDS,(3/3) QN RL & SL,HMLG,21.06(Promotional Price),2,,,MCTE,19.8,1.28,1,XB-76
1870-4,DS,TBDS,NIGHT STAND,HMLG,58.00(Promotional Price),0,,,MCTE,59.4,10.3,1,XB-76
1870-5,DS,TBDS,DRESSER,HMLG,115.00(Promotional Price),0,,,MCTE,145.2,31.1,1,XB-76
1870-6,DS,TBDS,MIRROR,HMLG,5.00(Promotional Price),0,,,MCTE,30.8,3.33,1,XB-76
1870K-1,DS,TBDS,"(1/3) CK/EK HDBD, DK RUSTIC OAK",HMLG,80.88(Promotional Price),0,,,MCTE,53.9,7.55,1,XB-76
1870K-2,DS,TBDS,(2/3) CK/EK FTBD,HMLG,71.06(Promotional Price),0,,,MCTE,47.3,6.87,1,XB-76
1870K-3EK,DS,TBDS,(3/3) EK RL & SL,HMLG,23.06(Promotional Price),6,,,MCTE,19.8,1.28,1,XB-76
1877-1,DS,TBDS,"(1/3) QN HDBD, GLAZED OAK",HMLG,80.88(Promotional Price),0,,,MCHC,63.91,7.46,1,XB-50
1877-11,DS,,TV CHEST,HMLG,255.00(Unit Price),0,,,MCHC,0,21.1,1,
1877-5,DS,TBDS,DRESSER,HMLG,139.00(Promotional Price),0,,,MCHC,165.44,28.1,1,XB-50
1877-6,DS,TBDS,MIRROR,HMLG,9.00(Promotional Price),0,,,MCHC,24.55,2.5926,1,XB-50
1877K-1,DS,TBDS,"(1/3) CK/EK HDBD, GLAZED OAK",HMLG,102.88(Promotional Price),0,,,MCHC,68.68,9.16,1,XB-50
1877K-2,DS,TBDS,(2/3) CK/EK FTBD & STRG DRWRS,HMLG,144.06(Promotional Price),0,,,MCHC,92.88,17.3,1,XB-50
1877K-3CK,DS,TBDS,(3/3) CK RL W/TOP CROWN & SL,HMLG,65.06(Unit Price),0,,,MCHC,52.38,4.0624,1,XB-50
1877K-3EK,DS,TBDS,(3/3) EK RAILS & SL,HMLG,42.06(Promotional Price),0,,,MCHC,50.86,3.4784,1,XB-50
1880BRW-1,DS,TBDS,"QN PLFM BED IN A BOX, BROWN, 3A",HMLG,49.00(Promotional Price),0,,,CPWZ,89.1,5.44,1,XB-118
1880BUE-1,DS,,"QN PLFM BED IN A BOX, BLUE, 3A",HMLG,38.00(Promotional Price),1,,,CPWZ,89.1,5.44,1,XB-118
1880FBRW-1,DS,,"FL PLFM BED IN A BOX, BROWN, 3A",HMLG,99.00(Unit Price),0,,,CPWZ,80.3,4.95,1,XB-113
1880KBRW-1CK,DS,TBDS,"CK PLFM BED IN A BOX, BROWN, 3A",HMLG,39.00(Promotional Price),0,,,CPWZ,96.8,6.42,1,XB-113
1880KBRW-1EK,DS,TBDS,"EK PLFM BED IN A BOX, BROWN, 3A",HMLG,95.00(Promotional Price),0,,,CPWZ,102.3,6.75,1,XB-113
1880KBUE-1CK,DS,TBDS,"CK PLFM BED IN A BOX, BLUE, 3A",HMLG,38.00(Promotional Price),0,,,CPWZ,96.8,6.42,1,XB-113
1880KBUE-1EK,DS,TBDS,"EK PLFM BED IN A BOX, BLUE, 3A",HMLG,39.00(Promotional Price),0,,,CPWZ,102.3,6.75,1,XB-113
1880KGRY-1CK,DS,TBDS,"CK PLFM BED IN A BOX, GREY, 3A",HMLG,69.00(Promotional Price),0,,,CPWZ,96.8,6.42,1,XB-114
1880KRED-1CK,DS,TBDS,"CK PLFM BED IN A BOX, RED, 3A",HMLG,75.00(Promotional Price),0,,,CPWZ,96.8,6.42,1,XB-114
1880KRED-1EK,DS,TBDS,"EK PLFM BED IN A BOX, RED, 3A",HMLG,75.00(Promotional Price),0,,,CPWZ,102.3,6.75,1,XB-114
1884FN-3,DS,TBDS,(3/3) FL RL & SL,HMLG,59.06(Unit Price),0,,6 12/05/2018,CPWZ,34.1,3.0957,1,XB-121
1884KN-1EK,DS,TBDS,"(1/3) EK HDBD, NEUTRAL FBRC",HMLG,145.88(Unit Price),0,,7 12/05/2018,CPWZ,61.38,12.4922,1,XB-121
1884N-1,DS,TBDS,"(1/3) QN HDBD, NEUTRAL FBRC",HMLG,109.88(Unit Price),0,,4 12/05/2018,CPWZ,49.06,10.0547,1,XB-121
1884N-2,DS,TBDS,(2/3) QN FTBD,HMLG,20.06(Unit Price),4,,,CPWZ,10.34,1.113,1,XB-121
1884N-3,DS,TBDS,(3/3) QN RL & SL,HMLG,59.06(Unit Price),3,,1 12/05/2018,CPWZ,38.94,3.1973,1,XB-121
1888FN-3,DS,,(3/3) FL RL & SL,HMLG,19.06(Promotional Price),0,,5 12/05/2018,CPWZ,41.8,3.69,1,XB-124
1888KN-1CK,DS,TBDS,"(1/3) CK HB, NAILHEADS",HMLG,35.88(Promotional Price),0,,6 12/05/2018,CPWZ,41.75,9.59,1,XB-124
1888KN-1EK,DS,,"(1/3) EK HB, NAILHEADS",HMLG,109.88(Unit Price),0,,2 12/05/2018,CPWZ,43,10.1,1,XB-124
1889KN-1CK,DS,TBDS,"(1/2) CK PLFM HB,FABRC & NAILHD",HMLG,139.88(Promotional Price),3,,,CGYB,79.2,11.1,1,XB-119
1889KN-3CK,DS,TBDS,"(2/2) CK FB & RL & SL, BEIGE",HMLG,149.12(Promotional Price),4,,,CGYB,103.4,7.8,1,XB-119
1889N-1,DS,TBDS,"(1/2) QN PLFM HB, FABRC& NAILHD",HMLG,62.88(Promotional Price),1,,,CGYB,67.54,9.5,1,XB-119
1889N-3,DS,TBDS,"(2/2) QN FB & RL & SL, BEIGE",HMLG,76.12(Promotional Price),1,,,CGYB,99.66,6.6,1,XB-119
1891FN-1,DS,TBDS,"(1/3) FL HB, DRK GREY LINEN-LIK",HMLG,79.00(Promotional Price),0,,,CPWZ,46.2,7.124,1,XB-120
1891FN-2,DS,TBDS,(2/3) FL FTBD,HMLG,14.06(Promotional Price),0,,,CPWZ,11,1.1793,1,XB-120
1891FN-3,DS,TBDS,(3/3) FL RL & SL,HMLG,35.06(Promotional Price),0,,,CPWZ,38.5,3.161,1,XB-120
1891KN-1CK,DS,TBDS,"(1/3) CK HB, DRK GREY LINEN-LIK",HMLG,39.88(Promotional Price),0,,7 12/05/2018,CPWZ,56.5,9.0747,1,XB-120
1891KN-1EK,DS,TBDS,"(1/3) EK HB, DRK GREY LINEN-LIK",HMLG,93.00(Promotional Price),0,,1 12/05/2018,CPWZ,59.4,9.4991,1,XB-120
1891KN-2CK,DS,TBDS,(2/3) CK FTBD,HMLG,15.06(Promotional Price),7,,,CPWZ,13.2,1.5386,1,XB-120
1891KN-2EK,DS,TBDS,(2/3) EK FTBD,HMLG,15.06(Promotional Price),1,,,CPWZ,14.3,1.6167,1,XB-120
1891KN-3CK,DS,TBDS,(3/3) CK RL & SL,HMLG,38.06(Promotional Price),7,,,CPWZ,46.2,3.558,1,XB-120
1891KN-3EK,DS,TBDS,(3/3) EK RL & SL,HMLG,38.06(Promotional Price),1,,,CPWZ,44,3.3991,1,XB-120
